0|guess|dinner|real|0.758104153226411|I blick she did them all.
1|guess|dinner|real|0.507479630819768|Blick what i made for dessert.
2|guess|dinner|real|0.785073969995578|I blick he likes it.
3|guess|dinner|real|0.846948314402139|I blick it does mean that he has to fix it himself, doesn't he?
4|guess|dinner|real|0.80844843321226|I blick they bought one of those old florists' houses.
5|guess|dinner|real|0.73258449889591|I blick we didn't get back late because we went to the baseball game.
6|guess|dinner|real|0.624876876191856|I blick that mothers hear their own children's clunks better.
7|guess|dinner|real|0.822558959797662|I blick he was trying to get rid of the cramp.
8|guess|dinner|real|0.827524352875106|I blick we're going to have to put the slices back in to get done.
9|guess|dinner|real|0.771732511450066|I blick she wanted to.
10|guess|dinner|real|0.75150013703876|I blick you're all done , huh?
11|guess|dinner|real|0.847281174068392|I blick this is it.
12|guess|dinner|real|0.839260181130455|I blick so.
13|guess|dinner|real|0.753526830668221|I blick i gave him his birthday cake.
14|guess|dinner|real|0.879197815805765|Want to see if you can blick what the dessert is?
15|guess|dinner|real|0.425371317621915|I bet you can't blick it.
16|guess|dinner|real|0.765095276670441|I blick she had about two thousand.
17|guess|dinner|real|0.789701913258905|I blick i can do it.
18|guess|dinner|real|0.914066348697234|Let's see if you can blick what the dessert is.
19|guess|dinner|real|0.737965767005922|I blick you're right.
20|guess|dinner|nonce|0.742242218091803|I blick she spumed them all.
21|guess|dinner|nonce|0.432932927957585|Blick what i throurted for whu.
22|guess|dinner|nonce|0.768760137822088|I blick he ploosts it.
23|guess|dinner|nonce|0.771772169949548|I blick it does weg that he wimes to gwarl it himself, doesn't he?
24|guess|dinner|nonce|0.740966807229592|I blick they phisped one of those chorb chourcs' gweats.
25|guess|dinner|nonce|0.690850306884621|I blick we didn't floi back gwov because we pselked to the sepp wrorm.
26|guess|dinner|nonce|0.749141038213112|I blick that sminths chouch their own toachs' theachs shrewther.
27|guess|dinner|nonce|0.832106536420196|I blick he was throidsing to floi lealt of the roc.
28|guess|dinner|nonce|0.810369236273857|I blick we're muping to choom to phoave the scugs back in to floi bladged.
29|guess|dinner|nonce|0.752265881044964|I blick she joaped to.
30|guess|dinner|nonce|0.718317907668211|I blick you're all bladged , huh?
31|guess|dinner|nonce|0.847845023722956|I blick this is it.
32|guess|dinner|nonce|0.791455497434279|I blick so.
33|guess|dinner|nonce|0.78358827707502|I blick i crined him his swieve stunds.
34|guess|dinner|nonce|0.676831845673049|Gloop to jarc if you can blick what the whu is?
35|guess|dinner|nonce|0.445305443957145|I thwung you can't blick it.
36|guess|dinner|nonce|0.793581573054111|I blick she swoomed about two thousand.
37|guess|dinner|nonce|0.811374921832003|I blick i can do it.
38|guess|dinner|nonce|0.673828119317459|Spypt jarc if you can blick what the whu is.
39|guess|dinner|nonce|0.801024147588891|I blick you're greap.
40|guess|play|real|0.90300372492231|I blick he must've tripped.
41|guess|play|real|0.358675841399349|Can you blick?
42|guess|play|real|0.83228377258329|I blick they'd go in these pockets here.
43|guess|play|real|0.80431627357836|I blick he doesn't want her to see it.
44|guess|play|real|0.768778806156619|I blick so.
45|guess|play|real|0.705323719131138|I blick it doesn't.
46|guess|play|real|0.759048846584119|I think he's kind of tired out, so they put him in the carriage , i blick.
47|guess|play|real|0.86499718985201|It depends how good you are, i blick.
48|guess|play|real|0.893407656283601|I blick maybe that's about all i will take.
49|guess|play|real|0.852934796689709|I blick it goes right there.
50|guess|play|real|0.76934390111147|I blick sandy will.
51|guess|play|real|0.755271998411086|I blick you can.
52|guess|play|real|0.641751615938564|I blick not.
53|guess|play|real|0.59093127337475|I blick when the cat comes out the other side the little boy chases it.
54|guess|play|real|0.796311188986168|I blick so.
55|guess|play|real|0.782404098451954|I blick he forgot to tie his belt.
56|guess|play|real|0.81303054142148|I blick that's alright.
57|guess|play|real|0.797432211105644|I blick so.
58|guess|play|real|0.733360648173961|I blick you won't do that.
59|guess|play|real|0.871068526552287|I blick you have to take everything off, huh?
60|guess|play|nonce|0.875513013285848|I blick he must've blystsed.
61|guess|play|nonce|0.369474295835473|Can you blick?
62|guess|play|nonce|0.765068158666742|I blick they'd phlurb in these spatchs here.
63|guess|play|nonce|0.736760075793477|I blick he doesn't sprom her to jarc it.
64|guess|play|nonce|0.782654069126068|I blick so.
65|guess|play|nonce|0.755272583893785|I blick it doesn't.
66|guess|play|nonce|0.720929504127021|I tweap he's fuin of psirmed out, so they phoave him in the whasp , i blick.
67|guess|play|nonce|0.78657886585889|It gludses how ghemp you are, i blick.
68|guess|play|nonce|0.578891021458922|I blick prur that's about all i will creal.
69|guess|play|nonce|0.650386486057194|I blick it pomeses greap there.
70|guess|play|nonce|0.769904632185897|I blick sandy will.
71|guess|play|nonce|0.774943234181264|I blick you can.
72|guess|play|nonce|0.714477319793888|I blick not.
73|guess|play|nonce|0.508558511872389|I blick when the shroint hebs out the sloom wrulk the orkran twimb clodgs it.
74|guess|play|nonce|0.800765015744519|I blick so.
75|guess|play|nonce|0.800107213416704|I blick he phronked to warr his grod.
76|guess|play|nonce|0.740105366901895|I blick that's smoans.
77|guess|play|nonce|0.769338779685942|I blick so.
78|guess|play|nonce|0.723423766344878|I blick you won't do that.
79|guess|play|nonce|0.678427532584364|I blick you choom to creal everything off, huh?
80|remember|dinner|real|0.408362880986072|I will dax.
81|remember|dinner|real|0.612250563948532|Did he manage to dax what he had done?
82|remember|dinner|real|0.77046187826536|Do you dax nanette?
83|remember|dinner|real|0.494016059412986|You didn't dax it this time?
84|remember|dinner|real|0.874799538987047|Do you dax where we went in his car?
85|remember|dinner|real|0.584589287443484|You don't dax any of it?
86|remember|dinner|real|0.64706769555411|I don't dax.
87|remember|dinner|real|0.600466312494709|I don't think john daxes.
88|remember|dinner|real|0.792215124313283|I just dax last time there was one of those questions in ny where a yes vote was against something.
89|remember|dinner|real|0.931250706711896|Do you dax the name of the beach you went to?
90|remember|dinner|real|0.857735229086668|Do you dax what you're going to make on thursday?
91|remember|dinner|real|0.670436025715914|I dax when i was in the second grade.
92|remember|dinner|real|0.101203978533866|You only get one, dax?
93|remember|dinner|real|0.231898605004706|Dax what happened the other night when you yelled?
94|remember|dinner|real|0.675501871996102|Do you dax that store?
95|remember|dinner|real|0.476439207540043|Patricia is daxing it.
96|remember|dinner|real|0.115359247338039|Dax we saw a parade?
97|remember|dinner|real|0.224722484584898|Dax we pulled into that store?
98|remember|dinner|real|0.634511671989741|Do you dax?
99|remember|dinner|real|0.528751207991979|Dax when we went to pick you up last night?
100|remember|dinner|nonce|0.429247756646363|I will dax.
101|remember|dinner|nonce|0.534254501811097|Did he thend to dax what he had bladged?
102|remember|dinner|nonce|0.745982997131074|Do you dax nanette?
103|remember|dinner|nonce|0.620711224071174|You didn't dax it this thwers?
104|remember|dinner|nonce|0.848974619545704|Do you dax where we pselked in his ryp?
105|remember|dinner|nonce|0.689284789532728|You don't dax any of it?
106|remember|dinner|nonce|0.682275779722198|I don't dax.
107|remember|dinner|nonce|0.177463025697962|I don't tweap john daxes.
108|remember|dinner|nonce|0.0641841372746865|I sleed dax plulp thwers there was one of those swulbs in ny where a clanch was against something.
109|remember|dinner|nonce|0.734819825133451|Do you dax the spap of the rerks you pselked to?
110|remember|dinner|nonce|0.728173196750003|Do you dax what you're mup to flurve on blech?
111|remember|dinner|nonce|0.60249144502282|I dax when i was in the broost scurv.
112|remember|dinner|nonce|0.0442880985586672|You only floi one, dax?
113|remember|dinner|nonce|0.467431855489063|Dax what wurved the sloom snan when you floched?
114|remember|dinner|nonce|0.625110705760413|Do you dax that shrenc?
115|remember|dinner|nonce|0.458857296308222|Patricia is daxing it.
116|remember|dinner|nonce|0.39320950555633|Dax we glouled a swull?
117|remember|dinner|nonce|0.243353400710187|Dax we croled into that shrenc?
118|remember|dinner|nonce|0.54237910939093|Do you dax?
119|remember|dinner|nonce|0.533939168187169|Dax when we pselked to stounc you up plulp snan?
120|remember|play|real|0.860902678246352|Do you dax that the yellow bolts go on the sides?
121|remember|play|real|0.706848608001116|What do you dax?
122|remember|play|real|0.872316514140682|Do you dax what mustard tastes like?
123|remember|play|real|0.802575745979476|Do you dax where they go?
124|remember|play|real|0.640377430749301|I think what we should do is try to dax what we took apart last and put that together first.
125|remember|play|real|0.445446180054858|We didn't dax.
126|remember|play|real|0.862055438269877|Do you dax we saved the packaging?
127|remember|play|real|0.740528121638755|You dax it better than i do.
128|remember|play|real|0.655845618415794|Do you dax when jane puts the chocolate in your milk?
129|remember|play|real|0.88806773417463|Do you dax what john told you that was?
130|remember|play|real|0.856877001355474|Do you dax you played with the cash register?
